EnglishDate,NepaliDate,Max,Min,Wind,Rain,Humidity,Cloud,Pressure
2011-2-7,2067-10-24,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-7,2068-10-24,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-7,2069-10-25,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-7,2070-10-24,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-7,2071-10-24,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-7,2072-10-24,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-7,2073-10-25,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-7,2074-10-24,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-7,2075-10-24,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-7,2076-10-24,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-7,2077-10-25,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-7,2078-10-24,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-7,2079-10-24,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-8,2065-10-26,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-8,2066-10-25,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-8,2067-10-25,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-8,2068-10-25,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-8,2069-10-26,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-8,2070-10-25,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-8,2071-10-25,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-8,2072-10-25,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-8,2073-10-26,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-8,2074-10-25,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-8,2075-10-25,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-8,2076-10-25,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-8,2077-10-26,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-8,2078-10-25,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-8,2079-10-25,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-9,2065-10-27,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-9,2066-10-26,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-9,2067-10-26,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-9,2068-10-26,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-9,2069-10-27,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-9,2070-10-26,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-9,2071-10-26,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-9,2072-10-26,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-9,2073-10-27,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-9,2074-10-26,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-9,2075-10-26,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-9,2076-10-26,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-9,2077-10-27,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-9,2078-10-26,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-9,2079-10-26,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-10,2065-10-28,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-10,2066-10-27,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-10,2067-10-27,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-10,2068-10-27,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-10,2069-10-28,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-10,2070-10-27,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-10,2071-10-27,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-10,2072-10-27,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-10,2073-10-28,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-10,2074-10-27,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-10,2075-10-27,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-10,2076-10-27,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-10,2077-10-28,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-10,2078-10-27,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-10,2079-10-27,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-11,2065-10-29,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-11,2066-10-28,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-11,2067-10-28,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-11,2068-10-28,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-11,2069-10-29,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-11,2070-10-28,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-11,2071-10-28,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-11,2072-10-28,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-11,2073-10-29,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-11,2074-10-28,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-11,2075-10-28,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-11,2076-10-28,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-11,2077-10-29,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-11,2078-10-28,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-11,2079-10-28,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-12,2065-11-1,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-12,2066-10-29,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-12,2067-10-29,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-12,2068-10-29,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-12,2069-11-1,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-12,2070-10-29,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-12,2071-10-29,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-12,2072-10-29,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-12,2073-11-1,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-12,2074-10-29,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-12,2075-10-29,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-12,2076-10-29,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-12,2077-10-30,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-12,2078-10-29,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-12,2079-10-29,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-13,2065-11-2,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-13,2066-11-1,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-13,2067-11-1,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-13,2068-11-1,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-13,2069-11-2,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-13,2070-11-1,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-13,2071-11-1,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-13,2072-11-1,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-13,2073-11-2,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-13,2074-11-1,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-13,2075-11-1,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-13,2076-11-1,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-13,2077-11-1,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-13,2078-11-1,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-13,2079-11-1,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-14,2065-11-3,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-14,2066-11-2,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-14,2067-11-2,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-14,2068-11-2,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-14,2069-11-3,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-14,2070-11-2,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-14,2071-11-2,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-14,2072-11-2,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-14,2073-11-3,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-14,2074-11-2,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-14,2075-11-2,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-14,2076-11-2,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-14,2077-11-2,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-14,2078-11-2,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-14,2079-11-2,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-15,2065-11-4,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-15,2066-11-3,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-15,2067-11-3,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-15,2068-11-3,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-15,2069-11-4,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-15,2070-11-3,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-15,2071-11-3,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-15,2072-11-3,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-15,2073-11-4,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-15,2074-11-3,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-15,2075-11-3,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-15,2076-11-3,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-15,2077-11-3,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-15,2078-11-3,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-15,2079-11-3,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-16,2065-11-5,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-16,2066-11-4,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-16,2067-11-4,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-16,2068-11-4,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-16,2069-11-5,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-16,2070-11-4,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-16,2071-11-4,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-16,2072-11-4,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-16,2073-11-5,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-16,2074-11-4,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-16,2075-11-4,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-16,2076-11-4,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-16,2077-11-4,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-16,2078-11-4,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-16,2079-11-4,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-17,2065-11-6,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-17,2066-11-5,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-17,2067-11-5,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-17,2068-11-5,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-17,2069-11-6,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-17,2070-11-5,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-17,2071-11-5,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-17,2072-11-5,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-17,2073-11-6,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-17,2074-11-5,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-17,2075-11-5,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-17,2076-11-5,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-17,2077-11-5,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-17,2078-11-5,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-17,2079-11-5,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-18,2065-11-7,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-18,2066-11-6,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-18,2067-11-6,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-18,2068-11-6,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-18,2069-11-7,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-18,2070-11-6,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-18,2071-11-6,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-18,2072-11-6,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-18,2073-11-7,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-18,2074-11-6,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-18,2075-11-6,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-18,2076-11-6,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-18,2077-11-6,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-18,2078-11-6,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-18,2079-11-6,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-19,2065-11-8,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-19,2066-11-7,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-19,2067-11-7,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-19,2068-11-7,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-19,2069-11-8,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-19,2070-11-7,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-19,2071-11-7,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-19,2072-11-7,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-19,2073-11-8,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-19,2074-11-7,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-19,2075-11-7,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-19,2076-11-7,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-19,2077-11-7,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-19,2078-11-7,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-19,2079-11-7,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-20,2065-11-9,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-20,2066-11-8,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-20,2067-11-8,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-20,2068-11-8,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-20,2069-11-9,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-20,2070-11-8,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-20,2071-11-8,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-20,2072-11-8,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-20,2073-11-9,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-20,2074-11-8,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-20,2075-11-8,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-20,2076-11-8,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-20,2077-11-8,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-20,2078-11-8,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-20,2079-11-8,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-21,2065-11-10,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-21,2066-11-9,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-21,2067-11-9,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-21,2068-11-9,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-21,2069-11-10,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-21,2070-11-9,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-21,2071-11-9,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-21,2072-11-9,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-21,2073-11-10,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-21,2074-11-9,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-21,2075-11-9,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-21,2076-11-9,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-21,2077-11-9,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-21,2078-11-9,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-21,2079-11-9,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-22,2065-11-11,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-22,2066-11-10,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-22,2067-11-10,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-22,2068-11-10,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-22,2069-11-11,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-22,2070-11-10,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-22,2071-11-10,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-22,2072-11-10,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-22,2073-11-11,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-22,2074-11-10,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-22,2075-11-10,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-22,2076-11-10,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-22,2077-11-10,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-22,2078-11-10,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-22,2079-11-10,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-23,2065-11-12,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-23,2066-11-11,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-23,2067-11-11,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-23,2068-11-11,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-23,2069-11-12,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-23,2070-11-11,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-23,2071-11-11,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-23,2072-11-11,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-23,2073-11-12,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-23,2074-11-11,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-23,2075-11-11,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-23,2076-11-11,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-23,2077-11-11,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-23,2078-11-11,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-23,2079-11-11,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-24,2065-11-13,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-24,2066-11-12,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-24,2067-11-12,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
2012-2-24,2068-11-12,11 °c,2 °c,7 km/hESE,0.1 mm,48%,3%,1011 mb
2013-2-24,2069-11-13,17 °c,7 °c,7 km/hE,0.0 mm,44%,1%,1020 mb
2014-2-24,2070-11-12,13 °c,2 °c,6 km/hE,0.0 mm,31%,0%,1018 mb
2015-2-24,2071-11-12,10 °c,2 °c,3 km/hSSW,5.5 mm,55%,38%,1014 mb
2016-2-24,2072-11-12,16 °c,6 °c,5 km/hSSW,5.4 mm,48%,18%,1019 mb
2017-2-24,2073-11-13,14 °c,2 °c,4 km/hWSW,0.9 mm,42%,10%,1013 mb
2018-2-24,2074-11-12,17 °c,4 °c,8 km/hWNW,2.7 mm,59%,11%,1011 mb
2019-2-24,2075-11-12,12 °c,2 °c,6 km/hWSW,9.6 mm,69%,35%,1015 mb
2020-2-24,2076-11-12,23 °c,11 °c,7 km/hSSW,3.6 mm,52%,56%,1015 mb
2021-2-24,2077-11-12,26 °c,12 °c,8 km/hS,0.0 mm,19%,0%,1015 mb
2022-2-24,2078-11-12,25 °c,12 °c,10 km/hWSW,0.0 mm,42%,11%,1015 mb
2023-2-24,2079-11-12,31 °c,15 °c,10 km/hWSW,0.0 mm,27%,2%,1017 mb
2009-2-25,2065-11-14,19 °c,6 °c,9 km/hS,0.0 mm,51%,2%,1014 mb
2010-2-25,2066-11-13,18 °c,8 °c,12 km/hSE,0.0 mm,36%,10%,1013 mb
2011-2-25,2067-11-13,15 °c,4 °c,7 km/hSSE,0.5 mm,48%,42%,1015 mb
